17,13
18,13
18,14
18,14
19,15
19,15
19,15
19,16
19,16
19,16
19,16
19,16
19,17
20,17
20,17
20,17
19,17
19,17
20,17
20,17
20,17
20,17
20,17
19,17
19,17
20,17
20,17
20,17
20,18
20,18
20,18
20,18
20,18
20,18
21,18
21,18
20,18
20,18
20,18
20,18
20,17
20,18
20,18
20,18
20,18
20,18
20,18
21,18
21,18
21,18
20,18
20,18
20,18
21,19
21,19
21,18
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,18
20,18
21,19
21,18
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
22,19
22,19
22,19
22,19
22,19
22,19
22,19
22,19
22,20
22,20
22,20
22,20
23,20
22,20
22,20
23,20
23,20
22,20
22,20
22,20
22,20
22,20
23,20
23,20
23,20
22,20
22,20
22,21
22,20
22,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,21
23,20
23,21
23,21
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,21
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,21
23,20
23,20
23,21
