18,15
19,15
19,15
20,16
20,16
20,17
20,17
21,17
21,17
21,18
21,18
21,18
22,18
23,18
21,19
21,18
21,19
21,19
22,18
21,18
22,18
22,18
22,19
22,19
22,19
22,19
22,19
23,19
22,19
22,19
22,19
22,19
22,19
22,19
23,19
22,19
22,19
22,20
22,19
23,20
23,20
23,20
24,20
23,20
23,20
23,20
23,20
23,20
23,21
24,21
24,21
24,21
23,20
24,21
24,20
23,20
23,21
23,20
23,21
23,21
24,21
24,21
25,21
24,21
24,21
24,20
24,21
24,21
24,21
24,21
25,21
24,21
24,21
24,21
24,21
24,20
24,20
24,20
23,20
23,20
23,20
23,20
23,20
23,20
24,20
23,20
24,20
24,20
23,20
23,21
24,21
24,21
24,21
24,21
24,21
24,21
25,21
25,22
25,21
24,21
24,21
24,21
24,21
25,21
24,21
25,21
25,21
24,21
24,20
24,20
24,20
24,20
24,21
24,21
24,21
24,21
23,21
23,20
24,20
24,20
24,20
23,20
24,20
24,20
23,20
23,20
22,20
23,20
23,20
24,20
24,20
24,20
25,20
25,20
25,21
25,21
25,21
25,21
25,22
25,21
24,22
25,21
25,21
25,22
26,21
25,21
25,21
25,21
25,21
25,21
