18,13
18,13
17,14
18,14
18,15
18,15
18,15
18,15
18,15
19,16
19,16
19,16
19,16
18,16
18,16
18,16
18,16
18,16
18,16
19,16
18,16
18,16
18,16
18,16
19,16
19,17
19,17
19,17
19,17
19,17
18,17
19,17
19,17
19,16
19,17
19,17
19,17
19,17
19,17
19,17
19,17
19,17
19,17
19,18
20,18
20,18
20,18
20,17
19,17
19,18
20,18
20,18
19,18
19,18
20,18
20,18
20,18
20,18
20,18
20,18
20,18
20,18
21,18
20,18
20,18
20,18
20,18
20,19
20,19
20,19
20,19
20,19
20,18
20,18
20,18
20,18
20,18
20,19
20,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,18
20,19
20,19
20,18
20,18
21,18
21,18
21,19
21,19
21,19
21,19
21,19
23,19
21,19
21,19
21,19
21,19
22,19
22,19
21,20
21,20
21,20
21,19
22,19
21,19
21,19
21,19
21,19
21,19
21,19
21,20
21,20
21,20
21,20
21,19
21,19
21,19
21,19
21,20
21,20
21,20
21,19
21,20
21,20
21,19
21,20
21,19
21,20
21,20
21,20
21,19
21,19
22,19
22,19
22,19
22,19
22,20
22,20
22,20
22,20
22,20
22,20
