0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,2
0,3
0,6
0,6
0,8
0,9
0,14
0,19
0,24
0,32
0,35
0,40
0,53
0,68
0,76
0,79
0,90
0,97
0,104
0,113
0,110
0,117
0,128
0,137
0,143
0,165
0,166
0,170
0,176
0,186
0,203
0,208
0,230
0,249
0,266
0,270
0,256
0,258
0,276
0,294
0,329
0,332
0,388
0,411
0,445
0,428
0,468
0,491
0,454
0,481
0,504
0,486
0,511
0,497
0,522
0,515
0,524
0,493
0,509
0,533
0,502
0,515
0,558
0,550
0,554
0,534
0,542
0,510
0,566
0,563
0,574
0,609
0,571
0,605
0,568
0,563
0,601
0,584
0,577
0,570
0,612
0,610
0,607
0,616
0,615
0,608
0,617
0,630
0,625
0,623
0,657
0,640
0,623
0,634
0,611
0,638
0,624
0,616
0,644
0,637
0,661
0,658
0,623
0,661
0,602
0,618
0,657
0,621
0,587
0,611
0,614
0,650
0,669
0,654
0,682
0,642
0,699
0,705
0,691
0,724
0,681
0,679
0,719
0,711
0,677
0,719
0,700
0,689
0,657
0,738
0,705
0,705
0,720
0,713
0,699
0,713
0,691
0,729
0,707
0,727
0,710
0,714
0,745
0,732
0,707
0,720
0,722
0,715
0,716
0,756
0,729
0,754
0,724
0,693
0,747
0,730
0,743
0,703
0,724
0,724
0,708
0,725
0,686
0,737
0,727
0,752
0,742
0,740
0,786
0,738
0,769
0,739
0,725
0,759
0,777
0,736
0,776
0,769
0,750
0,743
0,784
0,781
0,731
0,782
0,782
0,740
0,752
0,783
0,790
0,751
0,730
0,746
0,759
0,746
0,749
0,762
0,752
0,742
0,739
0,777
0,762
0,773
0,794
0,788
0,763
0,786
0,750
0,725
0,799
0,798
0,825
0,782
0,824
0,791
0,778
0,836
0,828
0,779
0,794
0,789
0,831
0,776
0,837
0,846
0,836
0,811
0,802
0,799
0,835
0,804
0,819
0,824
0,806
0,791
0,799
0,845
0,800
0,825
0,776
0,795
0,836
0,814
0,783
0,828
0,837
0,826
0,823
0,789
0,815
0,768
0,801
0,805
0,865
0,810
0,817
0,806
0,799
0,783
0,816
0,806
0,819
0,858
0,846
0,821
0,822
0,814
0,837
0,808
0,827
0,793
0,819
0,859
0,785
0,838
0,811
0,790
0,839
0,808
0,818
0,864
0,843
0,847
0,785
0,834
0,855
0,808
0,837
0,853
0,805
0,800
0,824
0,868
0,820
0,827
0,853
0,841
0,855
0,858
0,872
0,839
0,817
0,867
0,862
0,818
0,797
0,856
0,820
0,835
0,860
0,806
0,849
0,802
0,848
0,884
0,835
0,804
0,837
0,872
0,844
0,853
0,832
0,890
0,863
0,826
0,845
0,868
0,837
0,804
0,854
0,847
